id,share,const,x1,x2,x3,price,z1,z2,z3,z4,z5,z6,s0
6,3.89E-06,1,-0.4815,0.59107,-0.32992,6.8285,1.7002,1.9984,1.5963,1.4038,1.8806,1.2695,0.947410155
6,0.0021969,1,-0.24525,0.00658,-0.56667,2.9044,1.2447,1.3068,1.0203,0.99638,1.2613,0.59978,0.947410155
6,6.11E-06,1,-1.6675,1.5741,0.4534,7.1057,1.9136,2.251,2.1711,1.3063,1.504,1.5862,0.947410155
6,1.01E-06,1,0.54554,-0.43931,0.33779,7.7014,1.7661,1.4702,1.5546,1.7957,1.5197,1.4835,0.947410155
6,0.00093568,1,-0.36033,1.0683,1.6478,5.0729,1.2465,1.1556,1.1348,1.34,0.82818,1.4399,0.947410155
6,5.10E-06,1,1.643,-1.311,0.86171,8.3027,1.6743,1.1143,1.3497,1.1442,1.5741,1.0625,0.947410155
6,0.024913,1,-0.09521,-0.2798,-0.37464,1.4647,0.66959,0.5928,0.65655,0.89346,0.64462,1.0225,0.947410155
6,8.22E-05,1,-1.4721,1.6697,0.15266,4.9928,1.7677,2.1418,1.4692,1.3581,2.0513,1.8257,0.947410155
6,9.15E-07,1,-0.82319,1.0533,0.51553,8.4421,1.9435,1.5083,2.0862,1.444,1.5405,1.5343,0.947410155
6,0.0010855,1,-2.1235,2.0721,0.23039,5.151,0.97683,1.0469,1.2481,1.292,1.1999,0.45508,0.947410155
6,0.00058511,1,-2.6522,2.184,-0.69969,4.452,1.4468,1.3585,0.93667,0.81104,1.3883,1.4038,0.947410155
6,1.33E-05,1,-0.31315,1.2473,1.1387,7.8612,1.2009,1.3226,2.0046,1.5997,1.8765,1.6209,0.947410155
6,3.37E-05,1,-0.40575,0.0034772,-1.1065,5.251,1.535,1.4182,1.537,1.5885,1.592,0.69403,0.947410155
7,1.75E-06,1,1.3098,-1.1674,0.14773,7.313,1.8159,1.9774,1.8409,2.2636,1.5682,1.756,0.973335568
7,3.28E-05,1,0.72763,-0.59044,0.44051,6.5809,1.3933,0.70644,1.0334,0.8685,1.2458,1.3347,0.973335568
7,0.0082896,1,-0.21394,0.19424,-0.63773,2.5576,0.71471,0.33633,1.2296,1.1594,0.735,0.5385,0.973335568
7,0.00020898,1,-0.56189,1.4933,1.7612,7.2787,1.0995,1.7416,1.4577,1.6396,1.1949,1.6629,0.973335568
7,0.0060202,1,-1.6204,0.98,-0.7491,3.3913,0.24943,1.028,1.0932,0.52002,0.70327,0.62922,0.973335568
7,0.00342,1,-1.5674,1.2985,-0.48749,4.0468,0.16412,0.35029,0.40958,0.86666,0.73526,0.32578,0.973335568
7,4.49E-06,1,1.4152,-2.0403,-0.64896,6.2788,1.0747,0.94813,1.5087,1.5304,1.1798,0.97953,0.973335568
7,1.19E-05,1,0.21152,-0.53065,-0.70524,6.2765,1.41,0.65671,0.83156,0.68389,0.94601,1.4548,0.973335568
7,3.92E-07,1,1.011,-0.57927,0.94159,9.3059,1.7951,2.271,1.975,2.0424,1.4467,1.5836,0.973335568
7,0.00059532,1,-0.27001,-1.2426,-2.7235,3.1485,0.59436,0.88237,0.39622,0.70091,0.24639,0.77766,0.973335568
7,3.09E-06,1,0.48845,-0.41688,0.247,7.1417,1.827,1.364,1.6719,1.5456,1.4119,1.5562,0.973335568
7,3.07E-05,1,-1.1427,1.4478,0.18181,7.1114,1.3913,1.7649,1.6418,1.7908,1.2044,1.4097,0.973335568
7,0.00029891,1,-0.9627,1.1105,0.22931,5.0366,0.75549,0.93949,1.3165,1.6729,1.1456,1.3564,0.973335568
7,0.00024592,1,-0.9624,0.65768,-0.86187,4.27,0.77667,1.3162,1.2666,1.0864,0.77506,1.5148,0.973335568
7,8.23E-05,1,-2.0185,1.9606,-0.13227,6.4892,1.257,1.0322,1.5392,1.3664,1.2583,1.7568,0.973335568
7,5.66E-06,1,0.33411,1.2449,2.7308,9.1447,2.7701,2.3605,2.7072,2.1567,2.6785,2.5127,0.973335568
7,8.90E-07,1,-0.68832,0.69328,-0.21038,8.6581,1.914,1.927,1.096,1.4452,1.4336,1.1655,0.973335568
7,0.0018947,1,-1.1623,0.3347,-1.9272,4.1738,0.63479,1.1981,1.33,0.80211,1.1468,0.35624,0.973335568
7,2.73E-05,1,-0.06955,-0.56799,-0.77145,5.0243,1.2257,1.4232,1.3322,1.328,1.2919,0.63002,0.973335568
7,0.0036833,1,-1.6614,0.69781,-1.5884,2.7005,0.72966,0.89446,0.88674,0.25809,0.25395,0.71358,0.973335568
7,1.38E-05,1,0.32889,-0.96365,-0.65329,5.5738,0.98302,0.89979,1.0723,1.4062,0.74707,0.85926,0.973335568
7,4.97E-06,1,1.3269,-0.81629,0.28275,8.5545,0.92222,0.96422,1.1802,0.75274,1.1987,0.85724,0.973335568
7,1.91E-06,1,0.16318,-0.1654,0.10025,7.2094,2.0299,2.0019,2.0273,1.6788,2.105,2.0003,0.973335568
7,0.00097026,1,1.6612,-1.0368,0.92773,5.2174,0.66894,1.2727,0.86017,0.69557,1.1736,1.0438,0.973335568
7,0.00081529,1,-0.80202,0.98933,0.10442,5.1883,1.084,0.89238,1.0248,0.6716,0.51577,0.5074,0.973335568
8,0.00057133,1,2.0368,-1.1082,0.57538,5.1356,1.4332,1.8139,1.7013,1.1027,1.0997,1.4885,0.98144107
8,2.86E-05,1,0.46594,-0.61244,-0.18632,5.9854,1.5797,1.1708,0.91901,0.94032,0.94649,0.92725,0.98144107
8,0.017959,1,-0.12238,0.092815,-0.29694,2.4385,1.1547,1.1258,0.45707,0.7246,0.43385,1.0427,0.98144107
9,5.92E-07,1,1.6477,-1.1781,0.26443,8.9132,1.9342,1.7147,1.9861,1.4201,1.8506,2.2635,0.999320048
9,0.00064098,1,1.2794,-0.34463,0.70464,4.7526,1.7083,1.3897,1.3915,1.6023,1.1841,1.2575,0.999320048
9,6.65E-06,1,-0.010738,0.13262,0.73622,6.9496,2.1855,2.0599,1.969,1.9678,2.1149,1.2704,0.999320048
9,9.56E-06,1,0.50236,-0.72637,-0.54521,6.5118,0.96573,1.5999,1.1749,1.281,1.4635,1.7523,0.999320048
9,6.47E-06,1,1.1848,-0.72302,1.3151,8.3322,1.3644,1.5264,1.9804,1.8358,1.9432,1.5894,0.999320048
9,1.57E-05,1,-0.39984,0.41028,0.1526,6.3159,1.5525,1.9345,1.4816,1.8431,1.2841,2.0582,0.999320048
10,2.53E-05,1,0.38427,-0.26249,-0.58869,5.8275,0.97108,1.5531,1.7705,0.97957,1.8476,1.6795,0.91950791
10,0.027032,1,0.34198,0.033708,-0.06591,2.1403,1.2551,0.62784,1.332,0.95747,1.2483,0.38288,0.91950791
10,1.79E-06,1,-0.91752,1.3075,0.70937,8.8641,2.0682,1.4185,1.324,1.4583,2.0425,1.3422,0.91950791
10,3.88E-05,1,-1.2194,1.0657,-0.75262,7.5435,0.67375,0.75911,0.6204,0.7846,0.52396,1.0946,0.91950791
10,0.052164,1,-0.91987,0.85323,0.31187,1.7493,0.36012,0.9944,0.59091,0.4279,0.82243,0.42646,0.91950791
10,0.0012302,1,0.19861,0.14495,0.72349,4.1119,0.65328,1.0055,1.4868,0.85456,0.70688,0.63433,0.91950791
11,2.37E-05,1,0.23141,0.011348,0.38697,5.9665,1.4866,1.587,1.6068,1.3499,1.3752,1.0146,0.587168129
11,0.00015276,1,0.96707,-0.11448,1.8992,5.7809,1.4507,1.4265,1.2039,1.2952,1.3212,1.2827,0.587168129
11,0.0014144,1,0.41273,-0.72818,-0.95433,3.3166,0.26459,0.41814,0.45843,0.55533,0.53927,0.28532,0.587168129
11,0.0044926,1,-1.6422,1.1951,-0.71617,2.6962,0.40172,1.1306,1.3205,0.9101,0.89735,0.80432,0.587168129
11,1.14E-08,1,1.4528,-0.38088,1.4332,12.129,2.6399,2.2346,2.3103,2.0111,2.6781,2.112,0.587168129
11,0.00064903,1,-0.74833,0.5408,0.50444,4.3258,0.54266,0.56575,0.81969,0.62916,1.1054,0.89058,0.587168129
11,0.00010638,1,0.69647,0.391,1.3606,6.7331,1.1509,1.1153,1.1919,0.82828,1.6966,1.5833,0.587168129
11,2.07E-06,1,2.5152,-2.0023,0.97829,8.8656,1.7136,1.234,1.4915,1.7596,1.9535,1.5689,0.587168129
11,0.00035088,1,0.40321,0.68663,1.7893,5.0724,1.5027,1.3508,2.0836,1.4283,2.2007,1.9967,0.587168129
11,6.45E-05,1,0.95565,-0.62965,0.32705,5.5811,0.64506,1.4715,0.63008,1.4527,1.0811,1.491,0.587168129
11,7.36E-05,1,0.95581,-1.1121,-0.2125,5.5456,0.36766,0.24887,0.55159,0.50115,0.40627,0.25159,0.587168129
11,0.00011002,1,1.1768,-0.48833,1.3314,5.912,1.0353,1.4511,1.3735,1.5046,0.97417,1.2029,0.587168129
11,6.47E-05,1,0.73197,-0.7005,0.070659,5.3732,1.3528,1.3464,0.47218,0.53131,0.76458,1.3937,0.587168129
11,3.07E-05,1,1.2215,-1.3122,-0.32362,5.9429,0.55619,0.70563,0.99646,0.77744,0.45574,0.32278,0.587168129
11,0.39169,1,0.8188,-1.6668,-1.0167,0.26645,0.96608,0.55585,0.55978,0.51072,0.69907,0.97091,0.587168129
11,1.01E-05,1,0.63488,0.20834,1.4636,7.4007,1.8025,2.1345,2.1932,1.5998,1.2372,1.9566,0.587168129
11,2.85E-06,1,1.1127,-0.5429,0.78905,7.9235,1.5391,1.6952,1.1583,1.574,1.4506,1.0357,0.587168129
11,0.00015238,1,0.9252,-1.1259,-0.43341,4.0841,0.72363,1.0913,0.68099,1.3113,1.3195,0.81394,0.587168129
11,1.19E-06,1,0.61548,-0.50609,0.56467,7.8076,1.5437,1.6929,1.763,1.6574,1.0527,1.3191,0.587168129
11,0.01344,1,-0.82565,0.67077,-0.30292,2.5779,0.91674,0.94285,0.99834,0.91534,0.77216,0.15761,0.587168129
12,0.0067578,1,1.9542,-2.2188,0.24874,2.7998,0.86892,0.67514,1.2855,1.2853,0.89717,1.2062,0.9904344
12,0.0028078,1,1.1889,-1.3966,-1.3445,3.914,0.76177,0.87607,0.94717,0.18403,0.61796,1.1123,0.9904344
13,1.35E-05,1,-0.41266,0.51942,-0.40874,4.5813,0.95301,1.0076,0.90652,0.85493,0.92627,1.6869,0.137214359
13,8.54E-07,1,0.25624,-1.256,-1.9533,5.8333,0.94024,1.0545,0.63322,0.43736,0.58647,0.99214,0.137214359
13,0.32351,1,-2.5924,1.7835,-1.8394,-0.47629,1.2957,1.1549,1.1716,1.346,1.3621,0.49264,0.137214359
13,0.11934,1,-1.975,1.6971,-0.69809,0.12611,0.76704,0.19892,0.53752,0.13229,0.19772,0.84469,0.137214359
13,1.53E-05,1,-2.2021,1.6249,-0.93988,4.3327,0.91712,0.51091,1.3071,0.59945,1.3133,0.85642,0.137214359
13,8.63E-08,1,-0.054971,0.45447,0.47131,9.3267,1.8749,1.6851,1.1392,1.7705,1.2737,1.6408,0.137214359
13,2.64E-07,1,-0.33053,0.23625,0.26124,7.2579,1.2216,1.8226,1.4475,1.2834,1.5891,1.2567,0.137214359
13,0.00073207,1,0.075589,-1.0536,-1.9621,2.0433,0.78371,0.21243,0.26571,0.53349,0.39587,0.21098,0.137214359
13,6.67E-07,1,-0.78654,1.0299,0.44595,7.448,1.0159,1.4894,1.0949,1.5791,1.621,1.1167,0.137214359
13,1.53E-06,1,1.8521,-0.33603,2.3312,9.0206,2.4227,2.4896,2.9601,2.4232,2.4521,2.4559,0.137214359
13,1.37E-06,1,-0.33352,0.6993,0.80537,7.353,1.0601,1.3886,1.091,1.1557,1.689,1.9624,0.137214359
13,0.41917,1,-0.93251,0.27752,-1.1457,-0.5634,0.57103,0.94414,0.79606,0.39062,1.2652,0.4628,0.137214359
14,0.001242,1,0.1703,-0.10392,0.0031697,4.6536,0.96956,0.79974,1.1092,0.87044,1.0551,1.052,0.99248205
14,0.0028136,1,1.4837,-1.1835,0.60469,3.9933,0.68179,0.55334,0.68796,0.8369,0.51109,1.4241,0.99248205
14,0.0018414,1,1.1957,-1.4355,-0.1484,3.8493,0.36553,0.51233,1.0132,0.32867,0.33192,0.57985,0.99248205
14,0.00043983,1,0.57404,-0.40762,0.53248,5.5818,0.36782,0.66262,0.38516,0.96911,0.55939,0.52729,0.99248205
14,0.00091172,1,0.19568,1.0051,1.431,4.637,1.5676,2.2962,2.0691,1.5656,2.394,1.808,0.99248205
14,8.16E-05,1,1.955,-1.804,0.18942,6.5206,0.74032,0.65399,1.0628,1.0823,0.92434,1.0782,0.99248205
14,0.0001878,1,0.017882,0.51218,0.47493,6.0335,1.0319,1.1201,1.5328,0.91343,0.93006,1.4554,0.99248205
15,0.021531,1,-0.87844,-0.091818,-0.78696,0.74525,0.6082,0.22888,0.82058,0.87446,0.52414,0.34548,0.267814714
15,0.61633,1,-0.92497,-0.010465,-1.3109,-0.56165,0.97183,0.72044,1.454,0.90428,1.1089,1.3685,0.267814714
15,1.36E-06,1,0.23964,-0.48127,0.023316,6.7089,0.83674,0.80516,1.1127,1.6514,0.98823,1.3757,0.267814714
15,4.78E-05,1,1.2738,-1.3198,-0.0010173,4.8242,1.0273,1.3938,1.3312,1.4123,1.256,0.77375,0.267814714
15,0.0073338,1,0.4167,-0.89631,-1.0638,1.6901,0.28164,0.35448,0.44097,0.70734,0.65633,0.9034,0.267814714
15,3.97E-05,1,3.4379,-2.0617,2.1594,7.979,1.4996,1.8185,1.3786,2.2684,1.9194,1.5411,0.267814714
15,3.00E-06,1,0.34945,-0.35804,-0.084684,5.8491,1.2212,1.9208,1.9254,1.6309,1.9672,1.4603,0.267814714
15,0.021527,1,1.2533,-1.8032,-1.1099,1.368,1.255,1.1711,0.39584,0.84904,0.90325,0.65403,0.267814714
15,7.59E-06,1,0.5818,0.34033,1.6517,7.1071,1.9698,1.5155,2.12,1.9813,2.0274,1.4247,0.267814714
15,9.66E-07,1,-0.51314,0.49433,0.0943,6.7347,1.6787,1.4038,1.2824,2.2112,1.6632,2.1067,0.267814714
15,0.013231,1,0.043139,-0.58179,-1.1955,1.1627,0.9453,0.24925,0.36691,0.62263,0.77593,0.2716,0.267814714
15,0.00049095,1,2.1714,-1.9074,0.40761,4.6797,0.90966,0.38686,0.97815,0.81913,0.30577,0.99497,0.267814714
15,7.39E-06,1,1.7404,-2.1001,-0.14778,6.1121,1.4089,0.67304,0.53742,0.78938,0.85217,1.2542,0.267814714
15,0.051632,1,0.13987,-1.0602,-1.5776,0.80212,0.94156,1.5147,1.2371,0.96991,1.1505,0.96932,0.267814714
15,1.73E-06,1,-0.96926,0.79352,-0.28615,6.5399,1.9768,1.296,1.1978,1.4174,1.9123,1.5047,0.267814714
16,6.17E-08,1,-0.44304,1.4779,1.031,10.025,2.116,1.8759,2.2002,1.9937,2.1641,2.572,0.128096396
16,4.20E-07,1,1.1671,-1.2689,-0.39024,7.2446,1.4067,1.1099,1.3985,1.0612,0.95807,1.295,0.128096396
16,5.12E-06,1,-0.75005,0.099339,-0.58137,5.887,0.68659,0.85704,0.6027,0.26156,0.74195,0.13992,0.128096396
16,3.78E-08,1,-0.29398,0.47679,0.098832,9.315,1.2238,1.9642,1.1763,1.6523,1.6292,1.2507,0.128096396
16,1.07E-07,1,-0.6092,1.764,1.8367,10.53,1.9936,2.4853,2.2067,2.1444,2.6606,2.6646,0.128096396
16,1.68E-06,1,-0.11851,-1.0448,-1.8636,6.567,1.1884,0.55131,0.65377,0.44048,0.88865,0.28206,0.128096396
16,0.0086974,1,-0.83165,0.12701,-0.45705,0.87015,0.92596,0.29477,0.39236,0.70334,0.085681,0.055489,0.128096396
16,2.13E-05,1,1.7087,-1.4159,0.68162,5.5601,1.8251,1.3933,1.5947,1.2395,1.2625,1.8287,0.128096396
16,8.01E-06,1,0.54747,-0.41388,0.35113,6.0583,0.93072,1.5152,1.1492,0.56982,1.4598,1.3927,0.128096396
16,9.42E-05,1,-0.87542,0.74059,0.0099274,3.51,1.0258,1.4704,0.73949,1.3662,0.84816,1.2905,0.128096396
16,0.52414,1,-0.8933,0.75712,-0.18322,-0.35406,0.55617,0.8065,0.80139,0.39367,0.09589,0.75754,0.128096396
16,0.00029038,1,-0.87154,0.01122,-1.0563,2.7013,0.26062,0.62987,0.7306,1.0724,0.35053,0.78683,0.128096396
16,4.63E-07,1,-0.21469,0.41152,0.45705,7.5876,1.971,1.9388,1.8974,1.9382,1.1253,1.0439,0.128096396
16,0.00015098,1,-0.76128,1.5114,0.60092,5.3328,0.8382,0.58678,1.1892,0.60128,0.63645,0.85856,0.128096396
16,6.33E-06,1,-1.2259,0.58075,-1.3218,5.0677,1.1169,1.4811,1.0029,1.1795,1.374,1.3948,0.128096396
16,0.019492,1,-0.13042,-0.22041,-0.77274,0.84133,0.75275,0.40196,0.59014,0.43909,0.92624,0.77714,0.128096396
16,0.31854,1,-0.37149,-0.27229,-1.1519,-0.53455,1.1212,0.46317,1.2006,0.3915,0.90328,1.1229,0.128096396
16,2.13E-06,1,0.92482,-1.7636,-1.2161,5.6027,1.0252,0.55394,0.62923,1.0238,0.48132,0.4133,0.128096396
16,6.41E-08,1,0.27144,0.21317,0.88546,9.7665,1.5414,1.6104,2.0889,1.1827,1.1812,2.0104,0.128096396
16,3.14E-06,1,-0.29957,0.38688,0.30964,5.3955,1.145,1.412,1.8355,1.1741,1.3876,1.2159,0.128096396
16,0.00018054,1,-0.24453,0.72517,0.75883,4.3416,0.72003,1.4214,1.5094,1.1853,0.61717,0.53129,0.128096396
16,0.00024284,1,0.8176,-1.1746,-0.85411,3.5423,0.8034,0.17239,0.33364,0.1534,0.11819,0.77379,0.128096396
16,1.10E-05,1,-0.34626,0.74119,0.45697,5.7481,1.4622,1.0836,1.3232,1.0463,1.2738,0.88644,0.128096396
16,1.54E-05,1,0.66567,-0.9742,-0.20701,4.2353,1.5332,1.7188,1.1848,1.4717,0.78734,1.4117,0.128096396
